priority,category,merchant,mall,city,rating,reviews,avg_price,branches,phone,website,opening_hours,lat,lng,reviews_text,price_mid_raw,price_mid,price_segment,pos_kw_count,neg_kw_count,sentiment_ratio,sentiment_label,top_pos_kw,top_neg_kw,mentions_delivery,geo_zone,bd_priority_score,tier,quadrant
Medium,Entertainment,V padel,الأندلس مول,Jeddah,4.8,23,,3,053 678 2331,,"السبت: 5:30 م – 1:00 ص, الأحد: 5:30 م – 1:00 ص, الاثنين: 5:30 م – 1:00 ص, الثلاثاء: 5:30 م – 1:00 ص, الأربعاء: 5:30 م – 1:00 ص, الخميس: 5:30 م – 1:00 ص, الجمعة: 5:30 م – 1:00 ص",21.5245369,39.17587810000001,صراحة كل شي من الالف للياء كان ممتاز (المكان، الخدمات،التعامل والتعاون مع العميل،الاسعار) كل شي ممتاز الله يعطيهم العافي… | روعه يستحق الزيارة والتجربة | والله ملعب حلوو تعامل حلووو افضل ملعب في جده 👏🏽👏🏽👏🏽❤️❤️,,60.0,Mid,1,0,1.0,Positive,ممتاز,,False,South,53.14,Tier 2,💎 Hidden Gem
Low,Entertainment,Padel Pursuit,الأندلس مول,Jeddah,4.3,84,,1,058 108 0272,https://padelpursuit.com/,"السبت: 7:00–11:00 ص, 4:00 م – 12:00 ص, الأحد: 7:00–11:00 ص, 4:00 م – 12:00 ص, الاثنين: 7:00–11:00 ص, 4:00 م – 12:00 ص, الثلاثاء: 7:00–11:00 ص, 4:00 م – 12:00 ص, الأربعاء: 7:00–11:00 ص, 4:00 م – 12:00 ص, الخميس: 7:00–11:00 ص, 4:00 م – 12:00 ص, الجمعة: 7:00–11:00 ص, 4:00 م – 12:00 ص",21.5485625,39.1329375,الملاعب ممتازه لكن عيبهم يقفلو بدري الساعه ١٢ | مكان رائع وتعامل راقي ومميز وكمان لعبنا بعد وقتنا لانه ماكان فيه احد بعدنا واتمنى مراعاة الاسعار | مكان حلو ومرتب وفيه مساحة حلوة لاعياد الميلاد,,60.0,Mid,2,0,1.0,Positive,"رائع, ممتاز",,False,South,50.59,Tier 2,💎 Hidden Gem
High,Entertainment,بادل رويال,الأندلس مول,Jeddah,4.8,453,,11,,,,21.7477969,39.1359017,من بعد تجربة اليوم.. الملعب هذا يعتمد بالنسبالي في ابحر….. ثلاث ملاعب مفتوحه وملعبين مكيفة وبصراحه جودة وسعر وخدمة ممتاز… | موقع مميز وخدمة رائعة والملاعب من افضلها كما تتوفر جميع الخدمات والمرافق للموقع . اتمنى من الجميع تجربة المكان | احسن ناس كور جديدة والموظفين اخلاقهم حلوه مرره,,60.0,Mid,4,0,1.0,Positive,"رائع, رائعة, ممتاز",,False,South,72.62,Tier 2,⭐ Star
Medium,Entertainment,Padel6,الأندلس مول,Jeddah,4.4,113,,4,,,,21.5495886,39.1384861,حجزت قبل موعدي بيوم وطلبت الساعه ١١-١ وقالي الموظف تم ويوم التمرين تفاجئت راسلي يقولي كل الملاعب من ١١-١ فل .. عدم احترا… | الملعب الافضل على مستوى المملكة♥️ | كل الشكر لعامر ، الملعب الاول دايماً وابداً♥️🔥,,60.0,Mid,0,0,0.5,Mixed,,,False,South,47.57,Tier 3,💎 Hidden Gem
Medium,Entertainment,PW Padel World | بادل وورلد,الأندلس مول,Jeddah,4.9,193,,7,053 581 7668,https://share.sinjabapps.com/app/2/473,"السبت: 9:00 ص – 3:00 ص, الأحد: 9:00 ص – 3:00 ص, الاثنين: 9:00 ص – 3:00 ص, الثلاثاء: 9:00 ص – 3:00 ص, الأربعاء: 9:00 ص – 3:00 ص, الخميس: 9:00 ص – 3:00 ص, الجمعة: 9:00 ص – 3:00 ص",21.7472331,39.1364855,أفضل ملعب بادل في مدينة جدة.. صراحة كانت اول زيارة لي اليوم وما بتكون الاخيرة إن شاء الله ملعب رائع والمسؤولين متعاونين … | من اجمل وافخم الملاعب في جدة ، المكان جدًا جميل و راقي والارضيات ممتازة جدًا والتعامل ايضًا من قِبل الموظفين من افضل ما … | ممتاز من كل النواحي ملاعب وكور ومضارب ومويه وكاميرات وكل شي كدا 👍,,60.0,Mid,5,0,1.0,Positive,"رائع, ممتاز, ممتازة",,False,South,66.98,Tier 2,💎 Hidden Gem
Medium,Entertainment,Diamond Padel,الأندلس مول,Jeddah,4.1,62,,4,055 700 6969,,"السبت: 5:30 م – 2:00 ص, الأحد: 5:30 م – 2:00 ص, الاثنين: 5:30 م – 2:00 ص, الثلاثاء: 5:30 م – 2:00 ص, الأربعاء: 5:30 م – 2:00 ص, الخميس: 5:30 م – 2:00 ص, الجمعة: 5:30 م – 2:00 ص",21.5632094,39.132148,"الرجال مره محترم والتعامل جدا ممتاز , يستاهل تجربونه صراحة استمتعنا كثير | أرضية سيئة لدرجة فيه هضبات في الملعب 🤣 مضارب سيئة رخيصة جدا شبكة سيئة ونازلة مافيه مويه باردة والعب في الحر واشرب مويه ح… | ملعب رياضي ممتاز جدا",,60.0,Mid,2,3,0.4,Mixed,"ممتاز, يستاهل","سيئة, بارد, باردة",False,South,43.51,Tier 3,❌ Weak
Medium,Entertainment,Jeddah Padel Club,الأندلس مول,Jeddah,4.9,91,,9,,,,21.5703658,39.1158574,من أروق ملاعب البادل اللي زرتها بجدة 🎾 المكان مكيف ورايق، والجلسات اللي فوق مرتبة وملمومة، الحمامات مرّة نظيفة، وفيه دوش… | ملعب بادل ممتاز داخلي مكيف، الملعب مجهز بأفضل تجهيز و المكان نظيف و مرتب. | مكان فنان ومرتب ونظيف ومن احسن ملاعب جدة 💯,,60.0,Mid,4,0,1.0,Positive,"ممتاز, نظيف, نظيفة",,False,South,62.96,Tier 2,💎 Hidden Gem
Low,Entertainment,يلا بادل | Let’s Padel,الأندلس مول,Jeddah,4.8,47,,1,054 873 7676,,"السبت: 5:00 م – 1:00 ص, الأحد: 5:00 م – 1:00 ص, الاثنين: 5:00 م – 1:00 ص, الثلاثاء: 5:00 م – 1:00 ص, الأربعاء: 5:00 م – 1:00 ص, الخميس: 5:00 م – 3:00 ص, الجمعة: 5:00 م – 3:00 ص",21.536471,39.2919033,الملعب ممتاز والسعر حلو لكن بعض الكور اللي اخذناها تعبانه غير ان المروحه اللي جمب الجلسه ريحتها سيئه جدا | المكان رهيييب وفيه اوقات للبنات ايلايكت مره انصصصح فيه بس اتصلو قبلها واحجزوا اهم شيء ✨✨ | مكان رائع صراحه ونظيف,,60.0,Mid,3,0,1.0,Positive,"رائع, ممتاز, نظيف",,False,South,47.07,Tier 3,💎 Hidden Gem
High,Entertainment,Padel pin,الأندلس مول,Jeddah,4.6,205,,13,,,,21.649754,39.13124759999999,للأسف حجزت برايفت كورت و المسؤول كان يلعب ، اشر لنا نروح الملعب وكمل لعب . انتظرته و اضطريت ارجع عنده عشان اطلب المضارب … | ممتاز والمدرب متعاون وموفرين كل شيء تقريباً بس السعر مرتفع نوعاً ما انصح فيه | المحل مره حلو ومرتب صاحب المكان مره ذوق الأسعار كويسه في قسم خاص منعزل للسيدات في حمامات ومراوش ومكان للتغير,,60.0,Mid,1,0,1.0,Positive,ممتاز,,False,South,72.51,Tier 2,💎 Hidden Gem
High,Entertainment,Deem Padel Club - Indoor Lounge,الأندلس مول,Jeddah,4.8,161,,9,,,,21.6045377,39.1119588,من اكثر ملاعب البادل تميزاً وكذالك قمة في النظافة جلسات انتظار مريحة مع طاولة بينغ بونغ مياه مجانية بكمية غير محدودة مضا… | ملعب جميل جدا من كل النواحي وخصوصا بعد التعديلات الاخيره والStaff الصراحه 10/10، عن نفسي تجربه حتتكرر كثير باذن الله انص… | من اجمل الملاعب اللي رحتها وشكرا لادارة الملعب لحسن تعاملها 🙏🏼,,60.0,Mid,2,1,0.67,Mixed,"جميل, مريح",انتظار,False,South,63.52,Tier 2,💎 Hidden Gem
High,Entertainment,جامبولين,الأندلس مول,Jeddah,4.1,2042,,25,,,,21.5873601,39.2463449,كانت اول زيارة لي للمكان المكان اكثر من رائع جميل ووآمن للاطفال والموظفين كلهم خدومين وعععسل والاخ بدر الي على الاستقبال… | مكان رائع الالعاب فيه متنوعه مايطفشو والموظفين بشوشين ومنتبهين للاطفال حتى المرافق يقدر يدخل جوا معاهم صراحه انبسطنا احن… | مكان جداً رائع للأطفال ونظيف ومرتب والعاملين فيه قمه في الاحترام 👌🏻,,60.0,Mid,4,0,1.0,Positive,"رائع, جميل, نظيف",,False,South,74.11,Tier 2,⚠️ Risky
High,Entertainment,جامبولين,الأندلس مول,Jeddah,4.2,1103,,25,,,,21.6155669,39.1876804,المكان يعجب أطفالي من حيث التنوع، لكن للأسف مستوى النظافة تراجع بشكل واضح جدًا في الفترة الأخيرة. يوجد بقايا أطعمة متناث… | رائع ويستاهل كل ريال ، من اجمل اماكن العاب الاطفال في جدة من حيث الاسعار ونظافة المكان والعروض الممتازة، الالعاب منوعة و… | مكان ترفيهي رائع بكل ما تحمله الكلمة من معنى؛ يجمع بين المتعة والراحة في أجواء مبهجة تناسب جميع الأعمار. التنظيم ممتاز، …,,60.0,Mid,5,0,1.0,Positive,"رائع, ممتاز, ممتازة",,False,South,73.51,Tier 2,⚠️ Risky
Medium,Entertainment,Xtreme Play اكستريم بلاي,الأندلس مول,Jeddah,4.3,399,,13,,,,21.5986979,39.1434743,تجربة جدا جدا اكثر من رائعه حفلة عيد ميلاد اولادي من الالف للياء منظمه وتصميم يجنن المشرفه اللبقه اسراء رافقتنا بكل خطوه… | تجربة جدا جدا اكثر من رائعه حفلة عيد ميلاد بنتي من الالف للياء منظمه وتصميم بجنن المشرفه اللبقه اسيل رافقتنا بكل خطوه وا… | اليوم عملت حفلة عندهم ماشاءالله كانت جداً جميلة واسيل الله يسعدها ما قصرت معانا الله يعطيها العافية يارب كل شي كان حلوو …,,60.0,Mid,3,0,1.0,Positive,"رائع, جميل, جميلة",,False,South,67.2,Tier 2,⭐ Star
High,Entertainment,JUMP UP,الأندلس مول,Jeddah,4.3,1904,,13,,,,21.6182457,39.1332947,اشكر جميع القائمين على المكان جداً رائع و في اماكن متنوعة وكتيرة للاطفال وتخدم جميع الاعمار ، شكراً لاستاذ عماد خلوق و م… | كل الشكر والتقدير للمكان الثقه اللي الواحد يحط أطفاله أمانه عندكم وهو مطمن. كل شكر لموظفين الأمن. صار لي موقف اليوم زاد … | المكان جميل و رائع جدا و الشكر موصول لجميع العاملين على تعاونهم و ابتسامتهم وتفاعلهم مع الاطفال للامانة تفاعل عجيييب ماق…,,60.0,Mid,3,0,1.0,Positive,"رائع, جميل, تنوع",,False,South,74.98,Tier 2,⭐ Star
High,Entertainment,باونس,الأندلس مول,Jeddah,4.2,2051,,12,,,,21.6181269,39.1531989,حلو نظيف السعر طبعا هذا الاهم 😁 بي ٨٥ ريال للشخص الواحد ( طفل اوكبير) للساعه الواحد !! اعتقد غالي لانه توه جديد ! الموسي… | زرت باونس مع أطفالي القسم النسائي يوم سبت فترة مابعد الظهر بعرض انترتينر تذكرة والثانية مجانًا يعني شخصين ب٩٠ريال لمدة س… | مكان جميل للعائلة،،، يحتاج ان يضيفوا خصومات وعروض بطريقة اكبر حتى يستغلوا المكان ويكون مستثمر بطريقة صحيحة.,,60.0,Mid,2,1,0.67,Mixed,"جميل, نظيف",غالي,False,South,68.51,Tier 2,⚠️ Risky
Medium,Entertainment,سكاي زون,الأندلس مول,Jeddah,3.8,726,,6,9200 06699,http://www.alhokair.com/,"السبت: 12:00–11:00 م, الأحد: 3:00–11:00 م, الاثنين: 3:00–11:00 م, الثلاثاء: 3:00–11:00 م, الأربعاء: 3:00–11:00 م, الخميس: 3:00 م – 12:00 ص, الجمعة: 2:00 م – 12:00 ص",21.576569,39.197197,للاسف للاسف للاسف اسوء مكان للالعاب سباركيز ترامبولين الموظفين ابدا غير متعاونين لا الكاشير ولا اللي عند باب الالعاب ولا… | ممتاز ويساعد الاطفال على الحركة كان لديهم عرض دبل تكلفة الساعة 96 ريال + شراب 10 ريال | اي وحدة تبغى تحط اطفالها فالعاب وهيا مرتاحة وماتشيل همهم وتبغى تكون متطمنه عليهم لا تحطهم ف سباركيز ترامبولين لانه احتما…,,60.0,Mid,1,0,1.0,Positive,ممتاز,,False,South,62.69,Tier 2,⚠️ Risky
Medium,Entertainment,ملاهي سباركيز,الأندلس مول,Jeddah,3.5,827,,7,,,,21.575732,39.196148,كانت تجربه جميله شكر خاص لتعامل المظفين وخصوصًا الموظف احمد الثقفي حريص جدًا ع الاطفال وتعامله جدًا راقي | شي يزعل لما الواحد ياخذ اطفاله ويروح مشوار بالاخير يلاقي مكان بهذا السؤء انا صراحه لي سنييين عنهم والحمدلله كان معايا حق… | النجوم بس للبنتين الي بالفرع عند التذاكر والمديرة شذى اتكلم عن يوم ١٢ نوفمبر العصر عشان لو فيه غيرها اشتريت بطاقة اون لا…,,60.0,Mid,1,0,1.0,Positive,جميل,,False,South,57.57,Tier 2,⚠️ Risky
