priority,category,merchant,mall,city,rating,reviews,avg_price,branches,phone,website,opening_hours,lat,lng,reviews_text,price_mid_raw,price_mid,price_segment,pos_kw_count,neg_kw_count,sentiment_ratio,sentiment_label,top_pos_kw,top_neg_kw,mentions_delivery,geo_zone,bd_priority_score,tier,quadrant
Medium,Fast Food,MARYAM'S FAST FOOD BUFFET,توب تن,Medina,4.6,28,,3,053 973 0760,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4732521,39.6074589,كلش ممتاز لذيذه جدا ✨🌿🤍 | مطعم جيد جدا لا يفوتكم | طعام لذيذ وجيد، لم يستغرق الأمر وقتًا طويلاً، وكان العاملون في المطعم ودودين للغاية! أنصح به إذا كنت ترغب في وجبة سريعة …,,60.0,Mid,5,0,1.0,Positive,"لذيذ, ممتاز, سريع",,False,South,52.6,Tier 2,💎 Hidden Gem
Low,Fast Food,نور المجد للوجبات السريعة Nour Al Majd Fast Food,توب تن,Medina,2.6,32,,4,054 585 4102,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4676481,39.605136,المحل عبارة عن وجبات سريعة ولايوجد مجلس فقط طلب خارجي لكن الحقيقة ما شاء الله تبارك الله العمال أخلاقهم طيبة وسلوب المعا… | مطعم سئ جدا البرست غالي و طعمه زي العجين ما انصح فيه ابدا | حسبي الله ونعم الوكيل في هذا المطعم طالب سندوتشات شاورما دجاج اكتشفت ان هما حطين كرنب مش دجاج وكميات دجاج قليله والطعم ل…,,60.0,Mid,2,1,0.67,Mixed,"سريع, سريعة",غالي,False,South,34.04,Tier 3,❌ Weak
Medium,Fast Food,سيرا جوس,توب تن,Medina,4.8,68,,4,053 033 5585,,"السبت: 6:30 ص – 2:00 ص, الأحد: 6:30 ص – 2:00 ص, الاثنين: 6:30 ص – 2:00 ص, الثلاثاء: 6:30 ص – 2:00 ص, الأربعاء: 6:30 ص – 2:00 ص, الخميس: 6:30 ص – 2:00 ص, الجمعة: 6:30 ص – 2:00 ص",24.4652344,39.5982075,"مذاق الشاورما والبرجر والعصير خطييييررر والفطور شي ثاني اي شي تطلب منه سيعجبك حتما وكريم ماشاء الله الله يوفقه ويرزقه | أفضل تجربة طعام مررت بها على الإطلاق، كل طبق لذيذ والخدمة ممتازة"" | اجواد انواع المؤكولات اليمنية شوارما لذيذة جدا وعصائر كلطازجة كما يوجد مطبق بكل انواعه ومعصوب وعريكة المحروقات بكل انواع…",,60.0,Mid,8,0,1.0,Positive,"لذيذ, لذيذة, ممتاز",,False,South,56.33,Tier 2,💎 Hidden Gem
High,Fast Food,The Olive & Chilli ذا أوليف آند تشيلي,توب تن,Medina,4.5,212,,21,,,,24.4534375,39.6100625,جودة ممتازة، مكونات طازجة وتشكيلة رائعة! المكان نظيف جداً والطاقم ودود للغاية. يتم تنظيف الطاولات بسرعة فائقة وباحترافية… | جنوب افريقي لذيذ اعجبني👍 | البيتزا عبارة عن معجون طماطم و نص علبة موزاريلا موضوعة بمغرفة .بصراحة لازمها تحسينات كثيرة,,60.0,Mid,10,0,1.0,Positive,"لذيذ, رائع, رائعة",,False,South,72.27,Tier 2,💎 Hidden Gem
Low,Fast Food,بروست المذاق,توب تن,Medina,4.1,133,,1,056 985 4371,,"السبت: 6:00 ص – 2:00 ص, الأحد: 6:00 ص – 2:00 ص, الاثنين: 6:00 ص – 2:00 ص, الثلاثاء: 6:00 ص – 2:00 ص, الأربعاء: 6:00 ص – 2:00 ص, الخميس: 6:00 ص – 2:00 ص, الجمعة: 6:00 ص – 2:00 ص",24.4831789,39.6076116,مطعم سئ مره أسوء من السيئ الدجاج لزج وفي ريحه عفن بالدجاج مستحيل ما يستاهل ولا نص نجمه. المفروض يتقفل من البلديه أسوء مذ… | مطعم جميل. وكلاسيكي يستاهل ٤ نجوم بس مشكلته فيه ريحة زيت قوية | المطعم والاكل الي فيه من بروست من سندوتشات من كل شي رائع واكثر من رائع واكثر شيئ يتميزه به المطعم البطاطس 😋,,60.0,Mid,3,0,1.0,Positive,"رائع, جميل, يستاهل",,False,South,45.58,Tier 3,❌ Weak
Medium,Fast Food,زيتون وتين,توب تن,Medina,3.9,3840,40–80 SAR,1,055 318 4759,https://linktr.ee/zaytonwteensa,"السبت: 4:00 ص – 1:00 م, الأحد: 4:00 ص – 1:00 م, الاثنين: 4:00 ص – 1:00 م, الثلاثاء: 4:00 ص – 1:00 م, الأربعاء: 4:00 ص – 1:00 م, الخميس: 4:00 ص – 1:00 م, الجمعة: 4:00 ص – 1:00 م",24.4718989,39.5539806,الخدمة جدًا جدًا جدًا سيئة عند الطلب كان في أصناف كثير غير موجودة، وفي قسم العائلات في الدور العلوي مافي مضيف إذا احتجت … | حسبي الله عل هذا المطعم فرع جده اقسم بالله طلبت سندوتشات طعمها سيء ما تناكل شكوشكه بارده محروقه وسنتدوتش تونه هوه فقط ال… | مطعم متوسط لكن الجودة لا تناسب الاسعار انا طلبي سفري لكن أثناء الجلوس كان الذباب بكثرة في الصالة بسبب أن الباب مفتوح وأخ…,60.0,60.0,Mid,1,3,0.25,Negative,جودة,"سيء, سيئة, بارد",False,South,49.45,Tier 3,⚠️ Risky
Medium,Fast Food,KARAK EXPRESS K4,توب تن,Medina,4.8,5,,3,054 708 2421,https://www.karakexpress.com/,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4643125,39.6039375,تناول الطعام هنا تجربة مُرضية للغاية، خاصةً للمصلين الذين يبحثون عن وجبة دسمة بسعر مناسب. دجاج كرك (٤ قطع) - ٢١ ريال سعو…,,60.0,Mid,0,0,0.5,Mixed,,,False,South,48.23,Tier 3,💎 Hidden Gem
Low,Fast Food,SHOROUG AL-MUTAIRI FAST FOOD BUFFET,توب تن,Medina,3.5,15,,3,054 068 7191,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4706369,39.6038291,أسفل فندق ارجوان الذهبي | طعام غير مستوي | جيد,,60.0,Mid,0,0,0.5,Mixed,,,False,South,33.52,Tier 3,❌ Weak
Low,Fast Food,Fast Food Jowahor إستراحة الجواه‍ر,توب تن,Medina,3.2,42,,2,,,,24.471819,39.6071475,شاورما غير جيده بخصوص الصوصات التي توضع على الشاورما طعمها غير جيد الشاورما والدجاج ايضا غير جيده سعر الشاورما مرتفع مقا… | خدمه سئ جدا سندوتش بدون لحم قليل من البطاطس فقط و كاوتش حار كي لا تشعر ماذا تاكل | ااشاروما جميلة وتشبع,,60.0,Mid,2,0,1.0,Positive,"جميل, جميلة",,False,South,40.16,Tier 3,❌ Weak
High,Cafes,BRØD Bakery,توب تن,Medina,4.9,182,,11,,,,24.4844439,39.5730337,ممتاز ماشاءالله تبارك الله.. حبيت 🥰 🫰 المكان استكنان والطلبات ماندمت على طلبها كلها جديده وعجبتني والقهوه اخذنا قهوة الي… | بيكري مختص ملموم كانك داخل حواري أوروبا رايق وبسيط يقدم بيكري ممتاز جدا جربت الجرانولا كان موزون جدا وطعم طبيعي 100٪ ممك… | مررره جميل والتعامل جداً لطيف والفطور عندهم لذيذذذذذ وضيفنا هالون غرونا لذيذ جداً يستحق التجربه❤️,,60.0,Mid,3,0,1.0,Positive,"لذيذ, ممتاز, جميل",,False,South,71.69,Tier 2,💎 Hidden Gem
High,Cafes,فيروز بيكري,توب تن,Medina,4.6,641,,7,,,,24.4927163,39.5819896,مخبوزات فيروز 🥐🧇☕️ يتميز المكان بتنوع منتجاته من فطاير، كرواسون إضافة إلى جودة عالية ونظافة ملحوظة. يقدم المشروبات الساخ… | طلبت من عندهم 2 قهوة اليوم حار صغير و 1 شاي احمر وكروسان حلوم وزعتر ودانيش كاسترد ودانيش ايطاليانو بالنسبة للقهوة للأسف … | عسل عسل الموضفه الموجودة و الماكن يفتح النفس ماشاء الله جربت كروسان البيكان و كروسان تشيز كيك و كنت خايفه مره يطلع حالي …,,60.0,Mid,2,1,0.67,Mixed,"جودة, تنوع",صغير,False,South,62.91,Tier 2,⭐ Star
Low,Cafes,مخابز الحرمين,توب تن,Medina,4.1,299,,1,014 826 6670,,,24.4866962,39.6026232,حبيته حبيته حبيته جربت من عندهم الاسكريم بالحليب وبنكهة الهيل زي اسكريم الامهات زمان وموجود ب2وب5 وحجمه لا باس به.. الشي… | ولديه مخبوزات ع الطريقه الاولى ع النار مو مكائن كا الحديثه ... مما يجعل لها طعم الخبز والصامولى السابق كما لديه الايسكري… | فرن جميل وبسيط يتميز بنضافته وخبرته الطويله جدا جدا في مجال المخبوزات وعندهم فطير مشلتت من اروع مايكون والصامولي عندهم م…,,60.0,Mid,1,0,1.0,Positive,جميل,,False,South,47.05,Tier 3,❌ Weak
Medium,Cafes,فرن بركة الحجاز للعيش التركي,توب تن,Medina,4.3,452,20–40 SAR,2,,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.473494,39.62703279999999,مخبز قديم، وله سمعته وأسعاره ممتازة وحاجة فاخرة من الآخرة | مخبز بسيط متواضع، أسعاره ممتازة وطعمه لذيذ الّي يعمل بالمحل (سليمان) ذو تعامل لطيف، المخبز يفتح ٢٤ ساعة، لديه أنواع من ا… | الكيك عندهم رائع جدا والكروسون جميل في كل مرة أزور المدينة لازم يكون لي زيارة لهذا المخبز,30.0,30.0,Budget,5,1,0.83,Positive,"لذيذ, رائع, ممتاز",قديم,False,South,52.41,Tier 2,💎 Hidden Gem
Medium,Cafes,مخبز العيون,توب تن,Medina,4.1,100,20–40 SAR,5,,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4813634,39.6034736,جربت اغلب مخبوزاتهم وللامانه لذيذ ومناسب لسعرهم لكن قبل فتره اخذت فطيرة الي فيها سكر عجبني شكلها مره واخذت كميه كثيره لك… | قيمتكم قبل وبقيم مرة ثانية مع بعض العتاب ، ماشاء الله في حياتي ما أكلت خبز بلذته ، بس ليه كذا مافيه إلا بعد الساعة 8 !! … | اسواء مخبز بالمدينة ومعاملة من الخباز سيئة جدا ولولا مخافة الله لاتصلت بوزارة التجارة بسبب جشعه وطلب مبلغ غير قيمة الخبز…,30.0,30.0,Budget,1,1,0.5,Mixed,لذيذ,سيئة,False,South,47.18,Tier 3,❌ Weak
Medium,Cafes,مخابز أفران اليوم,توب تن,Medina,4.1,112,20–40 SAR,5,056 030 7770,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4572873,39.6171647,المخبز للساندويش عندي. من نكون في المدينه نشتري منه. وحتى اصناف الحلا حلوه. ولكن الساندويش. في المرتبه الاولى. 👌🏻👌🏻👍🏻فرر… | مخبوزات ساخنه اول باول خاصة الصامولي | وين البلدية عنه العمال اخلاقه سيئه ولا يلبس قفازات,30.0,30.0,Budget,0,0,0.5,Mixed,,,False,South,47.39,Tier 3,❌ Weak
